actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,GAME_ID
594,PT05M19.00S,2023-01-09T04:05:39.3Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,102,95,2023-01-09T04:05:43Z,5870000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,593.0,9.0,7.0,2.0,,,,,,,,,,,,,0022200604
595,PT05M09.00S,2023-01-09T04:05:50.9Z,4,REGULAR,foul,technical,['1freethrow'],1627826,,,1610612737,102,95,2023-01-09T04:06:10Z,5880000,False,,,0,,I. Zubac defensive-3-second technical FOUL (1 Tech),[1627826],1610612746.0,LAC,defensive-3-second,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,203591.0,3.0,1.0,,,0022200604
596,PT05M09.00S,2023-01-09T04:06:16.8Z,4,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,102,96,2023-01-09T04:06:16Z,5890000,False,,,0,,T. Young technical Free Throw 1 of 1 (20 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,,0022200604
597,PT05M09.00S,2023-01-09T04:06:17.9Z,4,REGULAR,substitution,out,[],202322,,,1610612737,102,96,2023-01-09T04:06:21Z,5900000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
598,PT05M09.00S,2023-01-09T04:06:17.9Z,4,REGULAR,substitution,in,[],201587,,,1610612737,102,96,2023-01-09T04:06:21Z,5910000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
599,PT05M09.00S,2023-01-09T04:06:28.4Z,4,REGULAR,substitution,out,[],1629611,,,1610612737,102,96,2023-01-09T04:06:37Z,5920000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
600,PT05M09.00S,2023-01-09T04:06:28.4Z,4,REGULAR,substitution,in,[],202694,,,1610612737,102,96,2023-01-09T04:06:37Z,5930000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
601,PT05M03.00S,2023-01-09T04:06:47.5Z,4,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,102,96,2023-01-09T04:06:53Z,5940000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (4 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,4.0,,,1627529.0,,,,,0022200604
602,PT04M56.00S,2023-01-09T04:07:15.1Z,4,REGULAR,foul,offensive,[],1627826,,,1610612746,102,96,2023-01-09T04:07:23Z,5950000,False,,,0,,I. Zubac charge offensive FOUL (4 PF),"[1627826, 1628381]",1610612746.0,LAC,charge,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627529.0,4.0,1.0,Collins,1628381.0,0022200604
604,PT04M56.00S,2023-01-09T04:07:15.1Z,4,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,102,96,2023-01-09T04:07:15Z,5970000,False,,,0,,I. Zubac offensive foul TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,1627529.0,,,,,0022200604
605,PT04M46.00S,2023-01-09T04:07:45.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201587,,,1610612737,102,96,2023-01-09T04:08:31Z,5980000,False,,,0,,N. Batum shooting personal FOUL (5 PF) (Young 2 FT),"[201587, 1629027]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203591.0,5.0,0.0,Young,1629027.0,0022200604
607,PT04M46.00S,2023-01-09T04:08:16.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,102,97,2023-01-09T04:08:16Z,6000000,False,,,0,,T. Young Free Throw 1 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,,0022200604
608,PT04M46.00S,2023-01-09T04:08:27.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,102,98,2023-01-09T04:08:27Z,6010000,False,,,0,,T. Young Free Throw 2 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,,0022200604
610,PT04M30.00S,2023-01-09T04:09:03.9Z,4,REGULAR,turnover,bad pass,[],201587,,,1610612746,102,98,2023-01-09T04:09:07Z,6030000,False,,,0,,N. Batum bad pass TURNOVER (2 TO),"[201587, 1629631]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Hunter,1629631.0,,,,,,0022200604
611,PT04M30.00S,2023-01-09T04:09:03.9Z,4,REGULAR,steal,,[],1629631,,,1610612737,102,98,2023-01-09T04:09:05Z,6040000,False,,,0,,D. Hunter STEAL (2 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,0022200604
612,PT04M27.00S,2023-01-09T04:09:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629631,91.24507227332458,50.73529411764706,1610612737,102,100,2023-01-09T04:09:13Z,6050000,False,4.0,30.0,1,right,D. Hunter running Layup (20 PTS),[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,,,20.0,,,,,,,,,,,,0022200604
613,PT03M59.00S,2023-01-09T04:09:34.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.750985545335084,53.67647058823529,1610612746,102,100,2023-01-09T04:15:24Z,6060000,False,-18.0,11.0,1,left,MISS N. Powell driving Layup - blocked,"[1626181, 1630168]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.14,Missed,Okongwu,1630168.0,,,,,,,,,,,,,,,,,0022200604
614,PT03M59.00S,2023-01-09T04:09:34.5Z,4,REGULAR,block,,[],1630168,,,1610612746,102,100,2023-01-09T04:09:37Z,6070000,False,,,0,,O. Okongwu BLOCK (3 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,0022200604
615,PT03M56.00S,2023-01-09T04:09:37.5Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,102,100,2023-01-09T04:09:39Z,6080000,False,,,0,,J. Collins REBOUND (Off:0 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,613.0,7.0,7.0,0.0,,,,,,,,,,,,,0022200604
616,PT03M55.00S,2023-01-09T04:09:39.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,92.42772667542707,47.30392156862745,1610612737,102,102,2023-01-09T04:10:14Z,6090000,False,-13.0,19.0,1,right,D. Murray cutting Layup (14 PTS) (T. Young 8 AST),"[1627749, 1629027]",1610612737.0,ATL,cutting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,14.0,T. Young,1629027.0,8.0,,,,,,,,,0022200604
618,PT03M55.00S,2023-01-09T04:09:43.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,102,102,2023-01-09T04:09:43Z,6110000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
619,PT03M41.00S,2023-01-09T04:11:36.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612746,102,102,2023-01-09T04:11:56Z,6120000,False,,,0,,D. Hunter personal FOUL (3 PF) (Leonard 2 FT),"[1629631, 202695]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Leonard,202695.0,0022200604
621,PT03M41.00S,2023-01-09T04:12:00.6Z,4,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,103,102,2023-01-09T04:12:00Z,6140000,False,,,0,,K. Leonard Free Throw 1 of 2 (26 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,0022200604
622,PT03M41.00S,2023-01-09T04:12:18.7Z,4,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,104,102,2023-01-09T04:12:18Z,6150000,False,,,0,,K. Leonard Free Throw 2 of 2 (27 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,,0022200604
623,PT03M23.00S,2023-01-09T04:12:37.3Z,4,REGULAR,2pt,Jump Shot,[],1629027,91.11366622864652,28.67647058823529,1610612737,104,102,2023-01-09T04:12:42Z,6160000,False,-107.0,31.0,1,right,MISS T. Young 11' fadeaway Shot,[1629027],1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,Mid-Range,8-16 Left,11.1,Missed,,,,,,,,,,,,,,,,,,,0022200604
624,PT03M21.00S,2023-01-09T04:12:39.3Z,4,REGULAR,rebound,defensive,[],202694,,,1610612746,104,102,2023-01-09T04:12:42Z,6170000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:6),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,,,623.0,6.0,6.0,0.0,,,,,,,,,,,,,0022200604
625,PT03M06.00S,2023-01-09T04:12:54.8Z,4,REGULAR,3pt,Jump Shot,[],201587,23.570959264126145,87.5,1610612746,104,102,2023-01-09T04:12:59Z,6180000,False,-188.0,169.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,,0022200604
626,PT03M02.00S,2023-01-09T04:12:58.8Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,104,102,2023-01-09T04:12:59Z,6190000,False,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,625.0,4.0,3.0,1.0,,,,,,,,,,,,,0022200604
627,PT02M53.00S,2023-01-09T04:13:07.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.34756898817345,44.85294117647059,1610612737,104,102,2023-01-09T04:13:12Z,6200000,False,-26.0,10.0,1,right,MISS O. Okongwu Layup - blocked,"[1630168, 202694]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.76,Missed,Morris Sr.,202694.0,,,,,,,,,,,,,,,,,0022200604
628,PT02M53.00S,2023-01-09T04:13:07.7Z,4,REGULAR,block,,[],202694,,,1610612737,104,102,2023-01-09T04:13:10Z,6210000,False,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,0022200604
629,PT02M53.00S,2023-01-09T04:13:07.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,104,102,2023-01-09T04:13:12Z,6220000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,627.0,,,,,,,,,,,,,,,,0022200604
631,PT02M34.00S,2023-01-09T04:13:44.9Z,4,REGULAR,2pt,Jump Shot,[],202694,14.109724047306173,16.911764705882348,1610612746,106,102,2023-01-09T04:13:48Z,6240000,False,165.0,80.0,1,left,M. Morris Sr. 18' pullup Jump Shot (15 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right,18.38,Made,,,,,,,15.0,,,,,,,,,,,,0022200604
632,PT02M16.00S,2023-01-09T04:14:11.4Z,4,REGULAR,3pt,Jump Shot,[],1627749,71.92838370565046,74.50980392156863,1610612737,106,102,2023-01-09T04:14:15Z,6250000,False,123.0,211.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,24.43,Missed,,,,,,,,,,,,,,,,,,,0022200604
633,PT02M13.00S,2023-01-09T04:14:14.4Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,106,102,2023-01-09T04:14:15Z,6260000,False,,,0,,I. Zubac REBOUND (Off:8 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,632.0,18.0,10.0,8.0,,,,,,,,,,,,,0022200604
634,PT01M57.00S,2023-01-09T04:14:30.9Z,4,REGULAR,3pt,Jump Shot,[],1626181,28.43298291721419,80.63725490196079,1610612746,106,102,2023-01-09T04:14:35Z,6270000,False,-153.0,215.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,,0022200604
635,PT01M53.00S,2023-01-09T04:14:34.9Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,106,102,2023-01-09T04:14:35Z,6280000,False,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,634.0,5.0,4.0,1.0,,,,,,,,,,,,,0022200604
636,PT01M43.00S,2023-01-09T04:14:45.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,86.90867279894876,49.01960784313726,1610612737,106,104,2023-01-09T04:14:49Z,6290000,False,-5.0,71.0,1,right,D. Murray 7' turnaround Jump Shot (16 PTS),[1627749],1610612737.0,ATL,turnaround,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,,,,,,,16.0,,,,,,,,,,,,0022200604
637,PT01M25.00S,2023-01-09T04:15:05.1Z,4,REGULAR,turnover,bad pass,[],202694,,,1610612746,106,104,2023-01-09T04:15:08Z,6300000,False,,,0,,M. Morris Sr. bad pass TURNOVER (2 TO),"[202694, 1627749]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Murray,1627749.0,,,,,,0022200604
638,PT01M25.00S,2023-01-09T04:15:05.1Z,4,REGULAR,steal,,[],1627749,,,1610612737,106,104,2023-01-09T04:15:06Z,6310000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,0022200604
639,PT01M16.00S,2023-01-09T04:15:16.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612737,106,104,2023-01-09T04:15:23Z,6320000,False,,,0,,N. Powell personal FOUL (2 PF) (Young 2 FT),"[1626181, 1629027]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Young,1629027.0,0022200604
641,PT01M16.00S,2023-01-09T04:15:45.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,106,105,2023-01-09T04:15:45Z,6340000,False,,,0,,T. Young Free Throw 1 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,,0022200604
642,PT01M16.00S,2023-01-09T04:16:05.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,106,106,2023-01-09T04:16:05Z,6350000,False,,,0,,T. Young Free Throw 2 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,0022200604
643,PT00M57.90S,2023-01-09T04:16:28.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,17.000657030223394,49.26470588235294,1610612746,106,106,2023-01-09T04:16:35Z,6360000,False,4.0,107.0,1,left,MISS K. Leonard 10' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,,,,,,,,,,,,,,,,,,,0022200604
644,PT00M54.60S,2023-01-09T04:16:32.2Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,106,106,2023-01-09T04:16:35Z,6370000,False,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,643.0,8.0,8.0,0.0,,,,,,,,,,,,,0022200604
645,PT00M47.70S,2023-01-09T04:16:40.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.96846254927726,47.03584558823529,1610612737,106,108,2023-01-09T04:16:46Z,6380000,False,-15.0,98.0,1,right,T. Young 9' driving floating Jump Shot (26 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.93,Made,,,,,,,26.0,,,,,,,,,,,,0022200604
646,PT00M47.70S,2023-01-09T04:16:45.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,106,108,2023-01-09T04:16:45Z,6390000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
647,PT00M47.70S,2023-01-09T04:18:05.0Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,106,108,2023-01-09T04:18:16Z,6400000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
648,PT00M47.70S,2023-01-09T04:18:05.0Z,4,REGULAR,substitution,out,[],1629027,,,1610612746,106,108,2023-01-09T04:18:16Z,6410000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
649,PT00M47.70S,2023-01-09T04:18:05.0Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,106,108,2023-01-09T04:18:16Z,6420000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
650,PT00M47.70S,2023-01-09T04:18:05.0Z,4,REGULAR,substitution,in,[],1630552,,,1610612746,106,108,2023-01-09T04:18:16Z,6430000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
651,PT00M43.90S,2023-01-09T04:18:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202695,6.4881734559789805,46.568627450980394,1610612746,108,108,2023-01-09T04:18:39Z,6440000,False,17.0,8.0,1,left,K. Leonard driving Layup (29 PTS) (M. Morris Sr. 2 AST),"[202695, 202694]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,29.0,M. Morris Sr.,202694.0,2.0,,,,,,,,,0022200604
653,PT00M43.90S,2023-01-09T04:18:42.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,108,108,2023-01-09T04:18:42Z,6460000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
654,PT00M43.90S,2023-01-09T04:20:15.5Z,4,REGULAR,substitution,out,[],1626181,,,1610612737,108,108,2023-01-09T04:20:27Z,6470000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
655,PT00M43.90S,2023-01-09T04:20:15.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,108,108,2023-01-09T04:20:27Z,6480000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
656,PT00M43.90S,2023-01-09T04:20:15.5Z,4,REGULAR,substitution,in,[],1627826,,,1610612737,108,108,2023-01-09T04:20:27Z,6490000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
657,PT00M43.90S,2023-01-09T04:20:15.5Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,108,108,2023-01-09T04:20:27Z,6500000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
658,PT00M33.10S,2023-01-09T04:20:38.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.67477003942182,57.84313725490196,1610612737,108,110,2023-01-09T04:20:43Z,6510000,False,39.0,92.0,1,right,T. Young 9' driving floating Jump Shot (28 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.96,Made,,,,,,,28.0,,,,,,,,,,,,0022200604
659,PT00M14.60S,2023-01-09T04:20:59.8Z,4,REGULAR,3pt,Jump Shot,[],202695,32.769382391590014,37.254901960784316,1610612746,108,110,2023-01-09T04:21:08Z,6520000,False,64.0,256.0,1,left,MISS K. Leonard 26' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,,0022200604
660,PT00M12.50S,2023-01-09T04:21:01.9Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612746,108,110,2023-01-09T04:21:08Z,6530000,False,,,0,,T. Mann REBOUND (Off:7 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,659.0,8.0,1.0,7.0,,,,,,,,,,,,,0022200604
661,PT00M10.80S,2023-01-09T04:21:03.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202694,27.77595269382391,79.65686274509804,1610612746,108,110,2023-01-09T04:24:20Z,6540000,False,-148.0,209.0,1,left,MISS M. Morris Sr. 25' step back 3PT,[202694],1610612746.0,LAC,step back,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,,0022200604
662,PT00M06.90S,2023-01-09T04:21:07.5Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,108,110,2023-01-09T04:21:07Z,6550000,False,,,0,,J. Collins REBOUND (Off:0 Def:9),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,661.0,9.0,9.0,0.0,,,,,,,,,,,,,0022200604
663,PT00M05.70S,2023-01-09T04:21:12.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202694,,,1610612737,108,110,2023-01-09T04:25:36Z,6560000,False,,,0,,M. Morris Sr. take personal FOUL (2 PF) (Young 2 FT),"[202694, 1629027]",1610612746.0,LAC,take,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Young,1629027.0,0022200604
665,PT00M05.70S,2023-01-09T04:21:50.9Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,108,111,2023-01-09T04:21:50Z,6580000,False,,,0,,T. Young Free Throw 1 of 2 (29 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,,0022200604
666,PT00M05.70S,2023-01-09T04:21:53.6Z,4,REGULAR,substitution,out,[],1629611,,,1610612737,108,111,2023-01-09T04:21:59Z,6590000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
667,PT00M05.70S,2023-01-09T04:21:53.6Z,4,REGULAR,substitution,in,[],1626181,,,1610612737,108,111,2023-01-09T04:21:59Z,6600000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
668,PT00M05.70S,2023-01-09T04:22:12.1Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,108,112,2023-01-09T04:22:12Z,6610000,False,,,0,,T. Young Free Throw 2 of 2 (30 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,,,0022200604
669,PT00M00.00S,2023-01-09T04:22:35.0Z,4,REGULAR,period,end,[],0,,,1610612746,108,112,2023-01-09T04:22:35Z,6620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
670,PT00M00.00S,2023-01-09T04:22:41.7Z,4,REGULAR,game,end,[],0,,,0,108,112,2023-01-09T04:22:41Z,6630000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
